year,geography,geography_type,indicator,value,value_type
2018,Henry,County,Hydrocodone,670,Rate
2018,Henry,County,Oxycodone,320,Rate
2018,Henry,County,Tramadol,174,Rate
2018,Hickman,County,All Benzodiazepines,15199,Count
2018,Hickman,County,Alprazolam,6968,Count
2018,Hickman,County,Clonazepam,3012,Count
2018,Hickman,County,Diazepam,2203,Count
2018,Hickman,County,Lorazepam,2203,Count
2018,Hickman,County,All Opioids for Pain,29896,Count
2018,Hickman,County,Hydrocodone,12082,Count
2018,Hickman,County,Oxycodone,10268,Count
2018,Hickman,County,Tramadol,3659,Count
2018,Hickman,County,All Benzodiazepines,2549,Patients
2018,Hickman,County,Alprazolam,1109,Patients
2018,Hickman,County,Clonazepam,466,Patients
2018,Hickman,County,Diazepam,598,Patients
2018,Hickman,County,Lorazepam,510,Patients
2018,Hickman,County,All Opioids for Pain,6164,Patients
2018,Hickman,County,Hydrocodone,3597,Patients
2018,Hickman,County,Oxycodone,2253,Patients
2018,Hickman,County,Tramadol,1186,Patients
2018,Hickman,County,All Benzodiazepines,606,Rate
2018,Hickman,County,Alprazolam,278,Rate
2018,Hickman,County,Clonazepam,120,Rate
2018,Hickman,County,Diazepam,88,Rate
2018,Hickman,County,Lorazepam,88,Rate
2018,Hickman,County,All Opioids for Pain,1193,Rate
2018,Hickman,County,Hydrocodone,482,Rate
2018,Hickman,County,Oxycodone,410,Rate
2018,Hickman,County,Tramadol,146,Rate
2018,Houston,County,All Benzodiazepines,5642,Count
2018,Houston,County,Alprazolam,2094,Count
2018,Houston,County,Clonazepam,969,Count
2018,Houston,County,Diazepam,997,Count
2018,Houston,County,Lorazepam,1174,Count
2018,Houston,County,All Opioids for Pain,11307,Count
2018,Houston,County,Hydrocodone,3975,Count
2018,Houston,County,Oxycodone,4366,Count
2018,Houston,County,Tramadol,1314,Count
2018,Houston,County,All Benzodiazepines,960,Patients
2018,Houston,County,Alprazolam,323,Patients
2018,Houston,County,Clonazepam,151,Patients
2018,Houston,County,Diazepam,275,Patients
2018,Houston,County,Lorazepam,244,Patients
2018,Houston,County,All Opioids for Pain,2265,Patients
2018,Houston,County,Hydrocodone,1303,Patients
2018,Houston,County,Oxycodone,841,Patients
2018,Houston,County,Tramadol,402,Patients
2018,Houston,County,All Benzodiazepines,683,Rate
2018,Houston,County,Alprazolam,253,Rate
2018,Houston,County,Clonazepam,117,Rate
2018,Houston,County,Diazepam,121,Rate
2018,Houston,County,Lorazepam,142,Rate
2018,Houston,County,All Opioids for Pain,1368,Rate
2018,Houston,County,Hydrocodone,481,Rate
2018,Houston,County,Oxycodone,528,Rate
2018,Houston,County,Tramadol,159,Rate
2018,Humphreys,County,All Benzodiazepines,11962,Count
2018,Humphreys,County,Alprazolam,5947,Count
2018,Humphreys,County,Clonazepam,2178,Count
2018,Humphreys,County,Diazepam,1472,Count
2018,Humphreys,County,Lorazepam,1689,Count
2018,Humphreys,County,All Opioids for Pain,21383,Count
2018,Humphreys,County,Hydrocodone,9668,Count
2018,Humphreys,County,Oxycodone,6284,Count
2018,Humphreys,County,Tramadol,2580,Count
2018,Humphreys,County,All Benzodiazepines,2267,Patients
2018,Humphreys,County,Alprazolam,1095,Patients
2018,Humphreys,County,Clonazepam,368,Patients
2018,Humphreys,County,Diazepam,463,Patients
2018,Humphreys,County,Lorazepam,409,Patients
2018,Humphreys,County,All Opioids for Pain,5019,Patients
2018,Humphreys,County,Hydrocodone,3053,Patients
2018,Humphreys,County,Oxycodone,1700,Patients
2018,Humphreys,County,Tramadol,953,Patients
2018,Humphreys,County,All Benzodiazepines,647,Rate
2018,Humphreys,County,Alprazolam,322,Rate
2018,Humphreys,County,Clonazepam,118,Rate
2018,Humphreys,County,Diazepam,80,Rate
2018,Humphreys,County,Lorazepam,91,Rate
2018,Humphreys,County,All Opioids for Pain,1157,Rate
2018,Humphreys,County,Hydrocodone,523,Rate
2018,Humphreys,County,Oxycodone,340,Rate
2018,Humphreys,County,Tramadol,140,Rate
2018,Jackson,County,All Benzodiazepines,8645,Count
2018,Jackson,County,Alprazolam,3657,Count
2018,Jackson,County,Clonazepam,2269,Count
2018,Jackson,County,Diazepam,1268,Count
2018,Jackson,County,Lorazepam,1184,Count
2018,Jackson,County,All Opioids for Pain,16643,Count
2018,Jackson,County,Hydrocodone,5872,Count
2018,Jackson,County,Oxycodone,7068,Count
2018,Jackson,County,Tramadol,1563,Count
2018,Jackson,County,All Benzodiazepines,1354,Patients
2018,Jackson,County,Alprazolam,538,Patients
2018,Jackson,County,Clonazepam,323,Patients
2018,Jackson,County,Diazepam,300,Patients
2018,Jackson,County,Lorazepam,252,Patients
2018,Jackson,County,All Opioids for Pain,3018,Patients
2018,Jackson,County,Hydrocodone,1625,Patients
2018,Jackson,County,Oxycodone,1234,Patients
2018,Jackson,County,Tramadol,503,Patients
2018,Jackson,County,All Benzodiazepines,735,Rate
2018,Jackson,County,Alprazolam,311,Rate
2018,Jackson,County,Clonazepam,193,Rate
2018,Jackson,County,Diazepam,108,Rate
2018,Jackson,County,Lorazepam,101,Rate
2018,Jackson,County,All Opioids for Pain,1415,Rate
2018,Jackson,County,Hydrocodone,499,Rate
2018,Jackson,County,Oxycodone,601,Rate
2018,Jackson,County,Tramadol,133,Rate
2018,Jackson and Madison Metro,Region,All Benzodiazepines,58238,Count
2018,Jackson and Madison Metro,Region,Alprazolam,33937,Count
2018,Jackson and Madison Metro,Region,Clonazepam,8595,Count
2018,Jackson and Madison Metro,Region,Diazepam,4096,Count
2018,Jackson and Madison Metro,Region,Lorazepam,8505,Count
2018,Jackson and Madison Metro,Region,All Opioids for Pain,94690,Count
2018,Jackson and Madison Metro,Region,Hydrocodone,50341,Count
2018,Jackson and Madison Metro,Region,Oxycodone,19412,Count
2018,Jackson and Madison Metro,Region,Tramadol,15443,Count
2018,Jackson and Madison Metro,Region,All Benzodiazepines,10518,Patients
2018,Jackson and Madison Metro,Region,Alprazolam,6284,Patients
2018,Jackson and Madison Metro,Region,Clonazepam,1389,Patients
2018,Jackson and Madison Metro,Region,Diazepam,1437,Patients
2018,Jackson and Madison Metro,Region,Lorazepam,1661,Patients
2018,Jackson and Madison Metro,Region,All Opioids for Pain,24971,Patients
2018,Jackson and Madison Metro,Region,Hydrocodone,16431,Patients
2018,Jackson and Madison Metro,Region,Oxycodone,6005,Patients
2018,Jackson and Madison Metro,Region,Tramadol,5974,Patients
2018,Jackson and Madison Metro,Region,All Benzodiazepines,597,Rate
2018,Jackson and Madison Metro,Region,Alprazolam,348,Rate
2018,Jackson and Madison Metro,Region,Clonazepam,88,Rate
2018,Jackson and Madison Metro,Region,Diazepam,42,Rate
2018,Jackson and Madison Metro,Region,Lorazepam,87,Rate
2018,Jackson and Madison Metro,Region,All Opioids for Pain,970,Rate
2018,Jackson and Madison Metro,Region,Hydrocodone,516,Rate
2018,Jackson and Madison Metro,Region,Oxycodone,199,Rate
2018,Jackson and Madison Metro,Region,Tramadol,158,Rate
2018,Jefferson,County,All Benzodiazepines,29778,Count
2018,Jefferson,County,Alprazolam,10999,Count
2018,Jefferson,County,Clonazepam,7523,Count
2018,Jefferson,County,Diazepam,3568,Count
2018,Jefferson,County,Lorazepam,5890,Count
2018,Jefferson,County,All Opioids for Pain,59450,Count
2018,Jefferson,County,Hydrocodone,25749,Count
2018,Jefferson,County,Oxycodone,16441,Count
2018,Jefferson,County,Tramadol,9495,Count
2018,Jefferson,County,All Benzodiazepines,5025,Patients
2018,Jefferson,County,Alprazolam,1839,Patients
2018,Jefferson,County,Clonazepam,996,Patients
2018,Jefferson,County,Diazepam,990,Patients
2018,Jefferson,County,Lorazepam,1258,Patients
2018,Jefferson,County,All Opioids for Pain,13242,Patients
2018,Jefferson,County,Hydrocodone,8308,Patients
2018,Jefferson,County,Oxycodone,3720,Patients
2018,Jefferson,County,Tramadol,2803,Patients
2018,Jefferson,County,All Benzodiazepines,551,Rate
2018,Jefferson,County,Alprazolam,204,Rate
2018,Jefferson,County,Clonazepam,139,Rate
2018,Jefferson,County,Diazepam,66,Rate
2018,Jefferson,County,Lorazepam,109,Rate
2018,Jefferson,County,All Opioids for Pain,1101,Rate
2018,Jefferson,County,Hydrocodone,477,Rate
2018,Jefferson,County,Oxycodone,304,Rate
2018,Jefferson,County,Tramadol,176,Rate
2018,Johnson,County,All Benzodiazepines,10452,Count
2018,Johnson,County,Alprazolam,3976,Count
2018,Johnson,County,Clonazepam,3376,Count
2018,Johnson,County,Diazepam,1080,Count
2018,Johnson,County,Lorazepam,1526,Count
2018,Johnson,County,All Opioids for Pain,16622,Count
2018,Johnson,County,Hydrocodone,6920,Count
2018,Johnson,County,Oxycodone,4442,Count
2018,Johnson,County,Tramadol,3044,Count
2018,Johnson,County,All Benzodiazepines,1615,Patients
2018,Johnson,County,Alprazolam,627,Patients
2018,Johnson,County,Clonazepam,401,Patients
2018,Johnson,County,Diazepam,264,Patients
2018,Johnson,County,Lorazepam,370,Patients
2018,Johnson,County,All Opioids for Pain,3831,Patients
2018,Johnson,County,Hydrocodone,2306,Patients
2018,Johnson,County,Oxycodone,1151,Patients
2018,Johnson,County,Tramadol,888,Patients
2018,Johnson,County,All Benzodiazepines,588,Rate
2018,Johnson,County,Alprazolam,224,Rate
2018,Johnson,County,Clonazepam,190,Rate
2018,Johnson,County,Diazepam,61,Rate
2018,Johnson,County,Lorazepam,86,Rate
2018,Johnson,County,All Opioids for Pain,935,Rate
2018,Johnson,County,Hydrocodone,389,Rate
2018,Johnson,County,Oxycodone,250,Rate
2018,Johnson,County,Tramadol,171,Rate
2018,Knox,County,All Benzodiazepines,214280,Count
2018,Knox,County,Alprazolam,93848,Count
2018,Knox,County,Clonazepam,43709,Count
2018,Knox,County,Diazepam,22850,Count
2018,Knox,County,Lorazepam,35787,Count
2018,Knox,County,All Opioids for Pain,350250,Count
2018,Knox,County,Hydrocodone,138891,Count
2018,Knox,County,Oxycodone,104710,Count
2018,Knox,County,Tramadol,60686,Count
2018,Knox,County,All Benzodiazepines,40535,Patients
2018,Knox,County,Alprazolam,17359,Patients
2018,Knox,County,Clonazepam,6796,Patients
2018,Knox,County,Diazepam,7418,Patients
2018,Knox,County,Lorazepam,8852,Patients
2018,Knox,County,All Opioids for Pain,94306,Patients
2018,Knox,County,Hydrocodone,57758,Patients
2018,Knox,County,Oxycodone,27493,Patients
2018,Knox,County,Tramadol,21061,Patients
2018,Knox,County,All Benzodiazepines,461,Rate
2018,Knox,County,Alprazolam,202,Rate
2018,Knox,County,Clonazepam,94,Rate
2018,Knox,County,Diazepam,49,Rate
2018,Knox,County,Lorazepam,77,Rate
2018,Knox,County,All Opioids for Pain,753,Rate
2018,Knox,County,Hydrocodone,299,Rate
2018,Knox,County,Oxycodone,225,Rate
2018,Knox,County,Tramadol,130,Rate
2018,Knoxville and Knox Metro,Region,All Benzodiazepines,214280,Count
2018,Knoxville and Knox Metro,Region,Alprazolam,93848,Count
2018,Knoxville and Knox Metro,Region,Clonazepam,43709,Count
2018,Knoxville and Knox Metro,Region,Diazepam,22850,Count
2018,Knoxville and Knox Metro,Region,Lorazepam,35787,Count
2018,Knoxville and Knox Metro,Region,All Opioids for Pain,350250,Count
2018,Knoxville and Knox Metro,Region,Hydrocodone,138891,Count
2018,Knoxville and Knox Metro,Region,Oxycodone,104710,Count
2018,Knoxville and Knox Metro,Region,Tramadol,60686,Count
2018,Knoxville and Knox Metro,Region,All Benzodiazepines,40535,Patients
2018,Knoxville and Knox Metro,Region,Alprazolam,17359,Patients
2018,Knoxville and Knox Metro,Region,Clonazepam,6796,Patients
2018,Knoxville and Knox Metro,Region,Diazepam,7418,Patients
2018,Knoxville and Knox Metro,Region,Lorazepam,8852,Patients
2018,Knoxville and Knox Metro,Region,All Opioids for Pain,94306,Patients
2018,Knoxville and Knox Metro,Region,Hydrocodone,57758,Patients
2018,Knoxville and Knox Metro,Region,Oxycodone,27493,Patients
2018,Knoxville and Knox Metro,Region,Tramadol,21061,Patients
2018,Knoxville and Knox Metro,Region,All Benzodiazepines,461,Rate
2018,Knoxville and Knox Metro,Region,Alprazolam,202,Rate
2018,Knoxville and Knox Metro,Region,Clonazepam,94,Rate
2018,Knoxville and Knox Metro,Region,Diazepam,49,Rate
2018,Knoxville and Knox Metro,Region,Lorazepam,77,Rate
2018,Knoxville and Knox Metro,Region,All Opioids for Pain,753,Rate
2018,Knoxville and Knox Metro,Region,Hydrocodone,299,Rate
2018,Knoxville and Knox Metro,Region,Oxycodone,225,Rate
2018,Knoxville and Knox Metro,Region,Tramadol,130,Rate
2018,Lake,County,All Benzodiazepines,5859,Count
2018,Lake,County,Alprazolam,2643,Count
2018,Lake,County,Clonazepam,1087,Count
2018,Lake,County,Diazepam,740,Count
2018,Lake,County,Lorazepam,1138,Count
2018,Lake,County,All Opioids for Pain,11606,Count
2018,Lake,County,Hydrocodone,6751,Count
2018,Lake,County,Oxycodone,2541,Count
2018,Lake,County,Tramadol,1065,Count
2018,Lake,County,All Benzodiazepines,656,Patients
2018,Lake,County,Alprazolam,295,Patients
2018,Lake,County,Clonazepam,123,Patients
2018,Lake,County,Diazepam,106,Patients
2018,Lake,County,Lorazepam,172,Patients
2018,Lake,County,All Opioids for Pain,1800,Patients
2018,Lake,County,Hydrocodone,1276,Patients
2018,Lake,County,Oxycodone,430,Patients
2018,Lake,County,Tramadol,309,Patients
2018,Lake,County,All Benzodiazepines,791,Rate
2018,Lake,County,Alprazolam,357,Rate
2018,Lake,County,Clonazepam,147,Rate
2018,Lake,County,Diazepam,100,Rate
2018,Lake,County,Lorazepam,154,Rate
2018,Lake,County,All Opioids for Pain,1566,Rate
2018,Lake,County,Hydrocodone,911,Rate
2018,Lake,County,Oxycodone,343,Rate
2018,Lake,County,Tramadol,144,Rate
2018,Lauderdale,County,All Benzodiazepines,14115,Count
2018,Lauderdale,County,Alprazolam,8119,Count
2018,Lauderdale,County,Clonazepam,2123,Count
2018,Lauderdale,County,Diazepam,1131,Count
2018,Lauderdale,County,Lorazepam,2144,Count
2018,Lauderdale,County,All Opioids for Pain,29162,Count
2018,Lauderdale,County,Hydrocodone,17036,Count
2018,Lauderdale,County,Oxycodone,6528,Count
2018,Lauderdale,County,Tramadol,3534,Count
2018,Lauderdale,County,All Benzodiazepines,2440,Patients
2018,Lauderdale,County,Alprazolam,1369,Patients
2018,Lauderdale,County,Clonazepam,387,Patients
2018,Lauderdale,County,Diazepam,335,Patients
2018,Lauderdale,County,Lorazepam,449,Patients
2018,Lauderdale,County,All Opioids for Pain,6665,Patients
2018,Lauderdale,County,Hydrocodone,4810,Patients
2018,Lauderdale,County,Oxycodone,1644,Patients
2018,Lauderdale,County,Tramadol,1276,Patients
2018,Lauderdale,County,All Benzodiazepines,547,Rate
2018,Lauderdale,County,Alprazolam,314,Rate
2018,Lauderdale,County,Clonazepam,82,Rate
2018,Lauderdale,County,Diazepam,44,Rate
2018,Lauderdale,County,Lorazepam,83,Rate
2018,Lauderdale,County,All Opioids for Pain,1129,Rate
2018,Lauderdale,County,Hydrocodone,660,Rate
2018,Lauderdale,County,Oxycodone,253,Rate
2018,Lauderdale,County,Tramadol,137,Rate
2018,Lawrence,County,All Benzodiazepines,27302,Count
2018,Lawrence,County,Alprazolam,13160,Count
2018,Lawrence,County,Clonazepam,4962,Count
2018,Lawrence,County,Diazepam,4545,Count
2018,Lawrence,County,Lorazepam,3152,Count
2018,Lawrence,County,All Opioids for Pain,53782,Count
2018,Lawrence,County,Hydrocodone,25187,Count
2018,Lawrence,County,Oxycodone,16408,Count
2018,Lawrence,County,Tramadol,6096,Count
2018,Lawrence,County,All Benzodiazepines,4427,Patients
2018,Lawrence,County,Alprazolam,2027,Patients
2018,Lawrence,County,Clonazepam,796,Patients
2018,Lawrence,County,Diazepam,1015,Patients
2018,Lawrence,County,Lorazepam,750,Patients
2018,Lawrence,County,All Opioids for Pain,10356,Patients
2018,Lawrence,County,Hydrocodone,6561,Patients
2018,Lawrence,County,Oxycodone,3192,Patients
2018,Lawrence,County,Tramadol,2094,Patients
2018,Lawrence,County,All Benzodiazepines,624,Rate
2018,Lawrence,County,Alprazolam,301,Rate
2018,Lawrence,County,Clonazepam,113,Rate
2018,Lawrence,County,Diazepam,104,Rate
2018,Lawrence,County,Lorazepam,72,Rate
2018,Lawrence,County,All Opioids for Pain,1230,Rate
2018,Lawrence,County,Hydrocodone,576,Rate
2018,Lawrence,County,Oxycodone,375,Rate
2018,Lawrence,County,Tramadol,139,Rate
2018,Lewis,County,All Benzodiazepines,9372,Count
2018,Lewis,County,Alprazolam,4692,Count
2018,Lewis,County,Clonazepam,1645,Count
2018,Lewis,County,Diazepam,1000,Count
2018,Lewis,County,Lorazepam,1462,Count
2018,Lewis,County,All Opioids for Pain,17012,Count
2018,Lewis,County,Hydrocodone,7731,Count
2018,Lewis,County,Oxycodone,5062,Count
2018,Lewis,County,Tramadol,2049,Count
2018,Lewis,County,All Benzodiazepines,1498,Patients
2018,Lewis,County,Alprazolam,721,Patients
2018,Lewis,County,Clonazepam,266,Patients
2018,Lewis,County,Diazepam,276,Patients
2018,Lewis,County,Lorazepam,288,Patients
2018,Lewis,County,All Opioids for Pain,3437,Patients
2018,Lewis,County,Hydrocodone,2109,Patients
2018,Lewis,County,Oxycodone,1096,Patients
2018,Lewis,County,Tramadol,728,Patients
2018,Lewis,County,All Benzodiazepines,775,Rate
2018,Lewis,County,Alprazolam,388,Rate
2018,Lewis,County,Clonazepam,136,Rate
2018,Lewis,County,Diazepam,83,Rate
2018,Lewis,County,Lorazepam,121,Rate
2018,Lewis,County,All Opioids for Pain,1408,Rate
2018,Lewis,County,Hydrocodone,640,Rate
2018,Lewis,County,Oxycodone,419,Rate
2018,Lewis,County,Tramadol,170,Rate
2018,Lincoln,County,All Benzodiazepines,17888,Count
2018,Lincoln,County,Alprazolam,6735,Count
2018,Lincoln,County,Clonazepam,4103,Count
2018,Lincoln,County,Diazepam,1885,Count
2018,Lincoln,County,Lorazepam,3889,Count
2018,Lincoln,County,All Opioids for Pain,33036,Count
2018,Lincoln,County,Hydrocodone,15882,Count
2018,Lincoln,County,Oxycodone,9255,Count
2018,Lincoln,County,Tramadol,4573,Count
2018,Lincoln,County,All Benzodiazepines,3062,Patients
2018,Lincoln,County,Alprazolam,1134,Patients
2018,Lincoln,County,Clonazepam,615,Patients
2018,Lincoln,County,Diazepam,521,Patients
2018,Lincoln,County,Lorazepam,860,Patients
2018,Lincoln,County,All Opioids for Pain,7585,Patients
2018,Lincoln,County,Hydrocodone,5048,Patients
2018,Lincoln,County,Oxycodone,2030,Patients
2018,Lincoln,County,Tramadol,1514,Patients
2018,Lincoln,County,All Benzodiazepines,524,Rate
2018,Lincoln,County,Alprazolam,197,Rate
2018,Lincoln,County,Clonazepam,120,Rate
2018,Lincoln,County,Diazepam,55,Rate
2018,Lincoln,County,Lorazepam,114,Rate
2018,Lincoln,County,All Opioids for Pain,968,Rate
2018,Lincoln,County,Hydrocodone,466,Rate
2018,Lincoln,County,Oxycodone,271,Rate
2018,Lincoln,County,Tramadol,134,Rate
2018,Loudon,County,All Benzodiazepines,29411,Count
2018,Loudon,County,Alprazolam,10754,Count
2018,Loudon,County,Clonazepam,8466,Count
2018,Loudon,County,Diazepam,3180,Count
2018,Loudon,County,Lorazepam,4701,Count
2018,Loudon,County,All Opioids for Pain,47661,Count
2018,Loudon,County,Hydrocodone,19044,Count
2018,Loudon,County,Oxycodone,13979,Count
2018,Loudon,County,Tramadol,8312,Count
2018,Loudon,County,All Benzodiazepines,5482,Patients
2018,Loudon,County,Alprazolam,2001,Patients
2018,Loudon,County,Clonazepam,1237,Patients
2018,Loudon,County,Diazepam,1011,Patients
2018,Loudon,County,Lorazepam,1183,Patients
2018,Loudon,County,All Opioids for Pain,12868,Patients
2018,Loudon,County,Hydrocodone,7924,Patients
2018,Loudon,County,Oxycodone,3744,Patients
2018,Loudon,County,Tramadol,2948,Patients
2018,Loudon,County,All Benzodiazepines,554,Rate
2018,Loudon,County,Alprazolam,203,Rate
2018,Loudon,County,Clonazepam,160,Rate
2018,Loudon,County,Diazepam,60,Rate
2018,Loudon,County,Lorazepam,89,Rate
2018,Loudon,County,All Opioids for Pain,898,Rate
2018,Loudon,County,Hydrocodone,359,Rate
2018,Loudon,County,Oxycodone,263,Rate
2018,Loudon,County,Tramadol,157,Rate
2018,Macon,County,All Benzodiazepines,12966,Count
2018,Macon,County,Alprazolam,5443,Count
2018,Macon,County,Clonazepam,2731,Count
2018,Macon,County,Diazepam,1819,Count
2018,Macon,County,Lorazepam,1926,Count
2018,Macon,County,All Opioids for Pain,29214,Count
2018,Macon,County,Hydrocodone,13124,Count
2018,Macon,County,Oxycodone,9595,Count
2018,Macon,County,Tramadol,3069,Count
2018,Macon,County,All Benzodiazepines,2313,Patients
2018,Macon,County,Alprazolam,882,Patients
2018,Macon,County,Clonazepam,471,Patients
2018,Macon,County,Diazepam,516,Patients
2018,Macon,County,Lorazepam,444,Patients
